participant_id,vignette_num,Specialty,treatment_decision,treatment_hour
148,5,Emergency Medicine,Yes,1
149,5,Critical Care,No,
150,5,Infectious Diseases,Yes,50
151,5,Infectious Diseases,Yes,20
152,5,Critical Care,No,
153,5,Critical Care,Unsure,
1,6,Emergency Medicine,Yes,1
2,6,Critical Care,Yes,70
3,6,Emergency Medicine,Yes,70
4,6,Hospital/Internal Medicine,Yes,12
5,6,Hospital/Internal Medicine,Yes,73
6,6,Emergency Medicine,Yes,70
7,6,Hospital/Internal Medicine,Yes,70
8,6,Hospital/Internal Medicine,No,
9,6,Hospital/Internal Medicine,Yes,72
10,6,Emergency Medicine,Yes,70
11,6,Hospital/Internal Medicine,Yes,57
12,6,Emergency Medicine,Yes,70
13,6,Hospital/Internal Medicine,Yes,1
14,6,Infectious Diseases,No,
15,6,Hospital/Internal Medicine,Yes,70
16,6,Hospital/Internal Medicine,Yes,73
17,6,Emergency Medicine,Yes,1
18,6,Emergency Medicine,Yes,70
19,6,Emergency Medicine,Yes,68
20,6,Other,Yes,70
21,6,Emergency Medicine,Yes,24
22,6,Critical Care,No,
23,6,Hospital/Internal Medicine,Yes,69
24,6,Other,Yes,72
25,6,Hospital/Internal Medicine,Yes,70
26,6,Hospital/Internal Medicine,No,
27,6,Hospital/Internal Medicine,Yes,7
28,6,Hospital/Internal Medicine,Yes,70
29,6,Critical Care,No,
30,6,Infectious Diseases,Yes,70
31,6,Infectious Diseases,Yes,70
32,6,Hospital/Internal Medicine,Yes,70
33,6,Critical Care,Yes,66
34,6,Critical Care,Yes,1
35,6,Critical Care,No,
36,6,Infectious Diseases,No,
37,6,Critical Care,Yes,70
38,6,Hospital/Internal Medicine,Yes,72
39,6,Hospital/Internal Medicine,Yes,80
40,6,Critical Care,Yes,70
41,6,Hospital/Internal Medicine,Yes,66
42,6,Critical Care,Yes,70
43,6,Critical Care,Yes,70
44,6,Critical Care,Yes,1
45,6,Infectious Diseases,Yes,68
46,6,Critical Care,Unsure,
47,6,Critical Care,Yes,66
48,6,Critical Care,No,
49,6,Critical Care,Yes,70
50,6,Critical Care,Yes,70
51,6,Critical Care,Yes,4
52,6,Critical Care,Yes,70
53,6,Critical Care,Yes,66
54,6,Infectious Diseases,Yes,73
55,6,Critical Care,Yes,68
56,6,Critical Care,Yes,70
57,6,Infectious Diseases,Yes,66
58,6,Critical Care,No,
59,6,Critical Care,No,
60,6,Critical Care,Yes,1
61,6,Critical Care,Unsure,
62,6,Critical Care,Yes,72
63,6,Hospital/Internal Medicine,Yes,72
64,6,Hospital/Internal Medicine,Yes,70
65,6,Hospital/Internal Medicine,Unsure,
66,6,Hospital/Internal Medicine,Yes,72
67,6,Hospital/Internal Medicine,Yes,70
68,6,Infectious Diseases,Yes,70
69,6,Hospital/Internal Medicine,Yes,70
70,6,Critical Care,Yes,79
71,6,Critical Care,Yes,70
72,6,Infectious Diseases,Yes,70
73,6,Emergency Medicine,Unsure,
74,6,Emergency Medicine,Unsure,
75,6,Emergency Medicine,Yes,70
76,6,Emergency Medicine,Yes,3
77,6,Emergency Medicine,Yes,70
78,6,Emergency Medicine,Yes,41
79,6,Emergency Medicine,Yes,70
80,6,Critical Care,Yes,7
81,6,Emergency Medicine,No,
82,6,Emergency Medicine,Yes,70
83,6,Emergency Medicine,Yes,70
84,6,Emergency Medicine,Unsure,
85,6,Emergency Medicine,Yes,70
86,6,Hospital/Internal Medicine,No,
87,6,Hospital/Internal Medicine,Yes,70
88,6,Hospital/Internal Medicine,Unsure,
89,6,Hospital/Internal Medicine,Yes,70
90,6,Emergency Medicine,Yes,69
91,6,Hospital/Internal Medicine,Yes,55
92,6,Infectious Diseases,Yes,70
93,6,Emergency Medicine,Unsure,
94,6,Emergency Medicine,Yes,70
95,6,Critical Care,Yes,70
96,6,Critical Care,Yes,1
97,6,Hospital/Internal Medicine,Yes,68
98,6,Infectious Diseases,Yes,66
99,6,Critical Care,No,
100,6,Emergency Medicine,Yes,1
101,6,Hospital/Internal Medicine,Yes,70
102,6,Hospital/Internal Medicine,Yes,66
103,6,Hospital/Internal Medicine,No,
104,6,Hospital/Internal Medicine,No,
105,6,Emergency Medicine,Unsure,
106,6,Critical Care,No,
107,6,Critical Care,Yes,70
108,6,Emergency Medicine,Yes,68
109,6,Hospital/Internal Medicine,Yes,70
110,6,Critical Care,No,
111,6,Hospital/Internal Medicine,Yes,70
112,6,Critical Care,Yes,70
113,6,Emergency Medicine,Unsure,
114,6,Other,Yes,74
115,6,Hospital/Internal Medicine,Yes,70
116,6,Emergency Medicine,Yes,60
117,6,Infectious Diseases,Yes,70
118,6,Critical Care,Yes,70
119,6,Critical Care,Yes,70
120,6,Infectious Diseases,Yes,70
121,6,Other,Yes,70
122,6,Infectious Diseases,Yes,70
123,6,Critical Care,Yes,70
124,6,Emergency Medicine,Yes,70
125,6,Hospital/Internal Medicine,Yes,30
126,6,Infectious Diseases,Yes,70
127,6,Emergency Medicine,Unsure,
128,6,Infectious Diseases,Yes,66
129,6,Hospital/Internal Medicine,Yes,68
130,6,Hospital/Internal Medicine,Yes,68
131,6,Hospital/Internal Medicine,Yes,73
132,6,Emergency Medicine,Yes,1
133,6,Infectious Diseases,Yes,71
134,6,Hospital/Internal Medicine,Yes,79
135,6,Hospital/Internal Medicine,No,
136,6,Critical Care,Yes,70
137,6,Critical Care,Yes,75
138,6,Critical Care,Yes,29
139,6,Hospital/Internal Medicine,No,
140,6,Critical Care,Yes,70
141,6,Critical Care,Yes,70
142,6,Critical Care,Yes,70
143,6,Critical Care,Yes,70
144,6,Critical Care,Yes,70
145,6,Hospital/Internal Medicine,Yes,70
146,6,Critical Care,Yes,68
147,6,Critical Care,Yes,70
148,6,Emergency Medicine,Yes,1
149,6,Critical Care,Yes,66
150,6,Infectious Diseases,Unsure,
151,6,Infectious Diseases,No,
152,6,Critical Care,Yes,44
153,6,Critical Care,No,
1,7,Emergency Medicine,Yes,1
2,7,Critical Care,Unsure,
3,7,Emergency Medicine,Yes,10
4,7,Hospital/Internal Medicine,Yes,1
5,7,Hospital/Internal Medicine,Yes,8
6,7,Emergency Medicine,Yes,60
7,7,Hospital/Internal Medicine,Yes,80
8,7,Hospital/Internal Medicine,Yes,8
9,7,Hospital/Internal Medicine,Yes,7
10,7,Emergency Medicine,Yes,22
11,7,Hospital/Internal Medicine,Yes,12
12,7,Emergency Medicine,Yes,60
13,7,Hospital/Internal Medicine,Unsure,
14,7,Infectious Diseases,Yes,80
15,7,Hospital/Internal Medicine,Unsure,
16,7,Hospital/Internal Medicine,No,
17,7,Emergency Medicine,Yes,1
18,7,Emergency Medicine,Yes,60
19,7,Emergency Medicine,Yes,21
20,7,Other,Yes,12
21,7,Emergency Medicine,Yes,6
22,7,Critical Care,No,
23,7,Hospital/Internal Medicine,Yes,45
24,7,Other,Yes,60
25,7,Hospital/Internal Medicine,Yes,22
26,7,Hospital/Internal Medicine,Yes,60
27,7,Hospital/Internal Medicine,Yes,4
28,7,Hospital/Internal Medicine,Yes,10
29,7,Critical Care,Yes,60
30,7,Infectious Diseases,Yes,60
31,7,Infectious Diseases,Unsure,
32,7,Hospital/Internal Medicine,Yes,1
33,7,Critical Care,Yes,10
34,7,Critical Care,Yes,55
35,7,Critical Care,Yes,10
36,7,Infectious Diseases,Yes,60
37,7,Critical Care,Yes,11
38,7,Hospital/Internal Medicine,Yes,61
39,7,Hospital/Internal Medicine,Yes,60
40,7,Critical Care,Yes,40
41,7,Hospital/Internal Medicine,Yes,55
42,7,Critical Care,Yes,10
43,7,Critical Care,Yes,20
44,7,Critical Care,Unsure,
45,7,Infectious Diseases,No,
46,7,Critical Care,Yes,1
47,7,Critical Care,Unsure,
48,7,Critical Care,No,
49,7,Critical Care,Yes,25
50,7,Critical Care,Yes,46
51,7,Critical Care,Yes,80
52,7,Critical Care,Yes,45
53,7,Critical Care,Yes,60
54,7,Infectious Diseases,No,
55,7,Critical Care,Yes,10
56,7,Critical Care,No,
57,7,Infectious Diseases,Unsure,
58,7,Critical Care,Yes,65
59,7,Critical Care,Unsure,
60,7,Critical Care,Yes,1
61,7,Critical Care,Yes,20
62,7,Critical Care,Unsure,
63,7,Hospital/Internal Medicine,Yes,60
64,7,Hospital/Internal Medicine,Yes,60
65,7,Hospital/Internal Medicine,Yes,40
66,7,Hospital/Internal Medicine,Yes,60
67,7,Hospital/Internal Medicine,Unsure,
68,7,Infectious Diseases,Yes,27
69,7,Hospital/Internal Medicine,Yes,80
70,7,Critical Care,No,
71,7,Critical Care,Yes,80
72,7,Infectious Diseases,Yes,60
73,7,Emergency Medicine,Unsure,
74,7,Emergency Medicine,Yes,14
75,7,Emergency Medicine,Yes,12
76,7,Emergency Medicine,Yes,82
77,7,Emergency Medicine,Yes,10
78,7,Emergency Medicine,Yes,61
79,7,Emergency Medicine,Yes,3
80,7,Critical Care,No,
81,7,Emergency Medicine,Yes,60
82,7,Emergency Medicine,Yes,60
83,7,Emergency Medicine,Yes,10
84,7,Emergency Medicine,Yes,21
85,7,Emergency Medicine,Yes,4
86,7,Hospital/Internal Medicine,Yes,22
87,7,Hospital/Internal Medicine,Yes,10
88,7,Hospital/Internal Medicine,Yes,45
89,7,Hospital/Internal Medicine,Yes,27
90,7,Emergency Medicine,Unsure,
91,7,Hospital/Internal Medicine,Yes,60
92,7,Infectious Diseases,Yes,60
93,7,Emergency Medicine,Yes,53
94,7,Emergency Medicine,Yes,10
95,7,Critical Care,Yes,60
96,7,Critical Care,Yes,14
97,7,Hospital/Internal Medicine,Yes,53
98,7,Infectious Diseases,Yes,53
99,7,Critical Care,Yes,2
100,7,Emergency Medicine,Yes,14
101,7,Hospital/Internal Medicine,Yes,42
102,7,Hospital/Internal Medicine,Yes,60
103,7,Hospital/Internal Medicine,Yes,45
104,7,Hospital/Internal Medicine,Yes,10
105,7,Emergency Medicine,Yes,9
106,7,Critical Care,Yes,66
107,7,Critical Care,Yes,10
108,7,Emergency Medicine,Yes,7
109,7,Hospital/Internal Medicine,Unsure,
110,7,Critical Care,No,
111,7,Hospital/Internal Medicine,Yes,85
112,7,Critical Care,Yes,5
113,7,Emergency Medicine,Unsure,
114,7,Other,Yes,48
115,7,Hospital/Internal Medicine,Yes,50
116,7,Emergency Medicine,Unsure,
117,7,Infectious Diseases,Yes,1
118,7,Critical Care,Yes,7
119,7,Critical Care,Yes,10
120,7,Infectious Diseases,Yes,82
121,7,Other,No,
122,7,Infectious Diseases,Unsure,
123,7,Critical Care,Yes,45
124,7,Emergency Medicine,Yes,50
125,7,Hospital/Internal Medicine,Yes,60
126,7,Infectious Diseases,Unsure,
127,7,Emergency Medicine,Yes,60
128,7,Infectious Diseases,Yes,79
129,7,Hospital/Internal Medicine,Yes,60
130,7,Hospital/Internal Medicine,No,
131,7,Hospital/Internal Medicine,Yes,80
132,7,Emergency Medicine,Yes,20
133,7,Infectious Diseases,Unsure,
134,7,Hospital/Internal Medicine,Yes,66
135,7,Hospital/Internal Medicine,No,
136,7,Critical Care,Yes,60
137,7,Critical Care,Unsure,
138,7,Critical Care,Yes,45
139,7,Hospital/Internal Medicine,Yes,20
140,7,Critical Care,Yes,7
141,7,Critical Care,Yes,5
142,7,Critical Care,Yes,45
143,7,Critical Care,Yes,10
144,7,Critical Care,Yes,20
145,7,Hospital/Internal Medicine,Yes,12
146,7,Critical Care,Yes,5
147,7,Critical Care,Yes,10
148,7,Emergency Medicine,Yes,1
149,7,Critical Care,Yes,7
150,7,Infectious Diseases,Unsure,
151,7,Infectious Diseases,No,
152,7,Critical Care,Yes,8
153,7,Critical Care,Yes,4
1,8,Emergency Medicine,No,
2,8,Critical Care,Yes,56
3,8,Emergency Medicine,Yes,24
4,8,Hospital/Internal Medicine,Yes,1
5,8,Hospital/Internal Medicine,Yes,21
6,8,Emergency Medicine,Yes,26
7,8,Hospital/Internal Medicine,Yes,26
8,8,Hospital/Internal Medicine,No,
9,8,Hospital/Internal Medicine,Yes,27
10,8,Emergency Medicine,Yes,26
11,8,Hospital/Internal Medicine,Yes,27
12,8,Emergency Medicine,Yes,20
13,8,Hospital/Internal Medicine,Yes,1
14,8,Infectious Diseases,No,
15,8,Hospital/Internal Medicine,Yes,27
16,8,Hospital/Internal Medicine,Yes,27
17,8,Emergency Medicine,Yes,1
18,8,Emergency Medicine,Yes,42
19,8,Emergency Medicine,Yes,59
20,8,Other,Yes,20
21,8,Emergency Medicine,Yes,12
22,8,Critical Care,Yes,35
23,8,Hospital/Internal Medicine,Unsure,
24,8,Other,Yes,27
25,8,Hospital/Internal Medicine,Yes,1
26,8,Hospital/Internal Medicine,Yes,30
27,8,Hospital/Internal Medicine,Yes,21
28,8,Hospital/Internal Medicine,Yes,26
29,8,Critical Care,Yes,26
30,8,Infectious Diseases,Yes,20
31,8,Infectious Diseases,Yes,27
32,8,Hospital/Internal Medicine,Yes,27
33,8,Critical Care,No,
34,8,Critical Care,Yes,15
35,8,Critical Care,Yes,27
36,8,Infectious Diseases,Yes,20
37,8,Critical Care,Yes,14
38,8,Hospital/Internal Medicine,Unsure,
39,8,Hospital/Internal Medicine,Unsure,
40,8,Critical Care,Yes,30
41,8,Hospital/Internal Medicine,Yes,27
42,8,Critical Care,No,
43,8,Critical Care,Yes,1
44,8,Critical Care,Yes,24
45,8,Infectious Diseases,No,
46,8,Critical Care,Yes,28
47,8,Critical Care,Yes,27
48,8,Critical Care,Yes,27
49,8,Critical Care,Unsure,
50,8,Critical Care,Yes,27
51,8,Critical Care,Yes,27
52,8,Critical Care,Yes,20
53,8,Critical Care,Yes,1
54,8,Infectious Diseases,Yes,20
55,8,Critical Care,Yes,55
56,8,Critical Care,Yes,20
57,8,Infectious Diseases,Unsure,
58,8,Critical Care,Yes,27
59,8,Critical Care,Unsure,
60,8,Critical Care,Yes,1
61,8,Critical Care,Yes,15
62,8,Critical Care,No,
63,8,Hospital/Internal Medicine,Yes,27
64,8,Hospital/Internal Medicine,Yes,30
65,8,Hospital/Internal Medicine,Yes,20
66,8,Hospital/Internal Medicine,Yes,26
67,8,Hospital/Internal Medicine,Yes,24
68,8,Infectious Diseases,Yes,27
69,8,Hospital/Internal Medicine,Yes,25
70,8,Critical Care,Unsure,
71,8,Critical Care,Yes,25
72,8,Infectious Diseases,Yes,27
73,8,Emergency Medicine,Yes,55
74,8,Emergency Medicine,Yes,27
75,8,Emergency Medicine,Yes,26
76,8,Emergency Medicine,Yes,27
77,8,Emergency Medicine,Yes,27
78,8,Emergency Medicine,No,
79,8,Emergency Medicine,Yes,2
80,8,Critical Care,Unsure,
81,8,Emergency Medicine,Yes,27
82,8,Emergency Medicine,Yes,28
83,8,Emergency Medicine,Unsure,
84,8,Emergency Medicine,Yes,26
85,8,Emergency Medicine,Yes,27
86,8,Hospital/Internal Medicine,Yes,24
87,8,Hospital/Internal Medicine,Yes,20
88,8,Hospital/Internal Medicine,Yes,26
89,8,Hospital/Internal Medicine,Unsure,
90,8,Emergency Medicine,Unsure,
91,8,Hospital/Internal Medicine,Yes,27
92,8,Infectious Diseases,Yes,27
93,8,Emergency Medicine,Yes,14
94,8,Emergency Medicine,Yes,25
95,8,Critical Care,Yes,18
96,8,Critical Care,Yes,15
97,8,Hospital/Internal Medicine,Yes,28
98,8,Infectious Diseases,Yes,30
99,8,Critical Care,Yes,1
100,8,Emergency Medicine,Yes,1
101,8,Hospital/Internal Medicine,Yes,14
102,8,Hospital/Internal Medicine,Unsure,
103,8,Hospital/Internal Medicine,Yes,27
104,8,Hospital/Internal Medicine,Yes,20
105,8,Emergency Medicine,Yes,25
106,8,Critical Care,Yes,20
107,8,Critical Care,Yes,28
108,8,Emergency Medicine,Yes,18
109,8,Hospital/Internal Medicine,Unsure,
110,8,Critical Care,Yes,18
111,8,Hospital/Internal Medicine,Yes,25
112,8,Critical Care,Yes,2
113,8,Emergency Medicine,Unsure,
114,8,Other,Yes,28
115,8,Hospital/Internal Medicine,Unsure,
116,8,Emergency Medicine,Unsure,
117,8,Infectious Diseases,Yes,27
118,8,Critical Care,Yes,20
119,8,Critical Care,Yes,12
120,8,Infectious Diseases,Yes,18
121,8,Other,Yes,60
122,8,Infectious Diseases,Unsure,
123,8,Critical Care,Yes,30
124,8,Emergency Medicine,Yes,20
125,8,Hospital/Internal Medicine,Yes,1
126,8,Infectious Diseases,Yes,28
127,8,Emergency Medicine,Yes,27
128,8,Infectious Diseases,Yes,27
129,8,Hospital/Internal Medicine,Unsure,
130,8,Hospital/Internal Medicine,Yes,26
131,8,Hospital/Internal Medicine,Yes,26
132,8,Emergency Medicine,No,
133,8,Infectious Diseases,Yes,26
134,8,Hospital/Internal Medicine,Unsure,
135,8,Hospital/Internal Medicine,Yes,30
136,8,Critical Care,Yes,26
137,8,Critical Care,Unsure,
138,8,Critical Care,Yes,20
139,8,Hospital/Internal Medicine,Unsure,
140,8,Critical Care,Yes,26
141,8,Critical Care,Yes,20
142,8,Critical Care,Yes,28
143,8,Critical Care,Yes,28
144,8,Critical Care,Yes,27
145,8,Hospital/Internal Medicine,Yes,20
146,8,Critical Care,Yes,27
147,8,Critical Care,Yes,30
148,8,Emergency Medicine,Yes,1
149,8,Critical Care,Yes,20
150,8,Infectious Diseases,Yes,20
151,8,Infectious Diseases,Yes,27
152,8,Critical Care,Yes,16
153,8,Critical Care,Yes,12
1,9,Emergency Medicine,No,
2,9,Critical Care,No,
3,9,Emergency Medicine,No,
4,9,Hospital/Internal Medicine,No,
5,9,Hospital/Internal Medicine,No,
6,9,Emergency Medicine,No,
7,9,Hospital/Internal Medicine,No,
8,9,Hospital/Internal Medicine,No,
9,9,Hospital/Internal Medicine,No,
10,9,Emergency Medicine,No,
11,9,Hospital/Internal Medicine,No,
12,9,Emergency Medicine,No,
13,9,Hospital/Internal Medicine,No,
14,9,Infectious Diseases,No,
15,9,Hospital/Internal Medicine,No,
16,9,Hospital/Internal Medicine,No,
17,9,Emergency Medicine,No,
18,9,Emergency Medicine,No,
19,9,Emergency Medicine,No,
20,9,Other,No,
21,9,Emergency Medicine,Yes,60
22,9,Critical Care,No,
23,9,Hospital/Internal Medicine,No,
24,9,Other,No,
25,9,Hospital/Internal Medicine,No,
26,9,Hospital/Internal Medicine,No,
27,9,Hospital/Internal Medicine,No,
28,9,Hospital/Internal Medicine,No,
29,9,Critical Care,No,
30,9,Infectious Diseases,No,
31,9,Infectious Diseases,No,
32,9,Hospital/Internal Medicine,No,
33,9,Critical Care,No,
34,9,Critical Care,No,
35,9,Critical Care,No,
36,9,Infectious Diseases,Yes,4
37,9,Critical Care,No,
38,9,Hospital/Internal Medicine,No,
39,9,Hospital/Internal Medicine,No,
40,9,Critical Care,No,
41,9,Hospital/Internal Medicine,No,
42,9,Critical Care,No,
43,9,Critical Care,No,
44,9,Critical Care,No,
45,9,Infectious Diseases,No,
46,9,Critical Care,Unsure,
47,9,Critical Care,No,
48,9,Critical Care,No,
49,9,Critical Care,No,
50,9,Critical Care,No,
51,9,Critical Care,No,
52,9,Critical Care,No,
53,9,Critical Care,No,
54,9,Infectious Diseases,No,
55,9,Critical Care,No,
56,9,Critical Care,No,
57,9,Infectious Diseases,No,
58,9,Critical Care,No,
59,9,Critical Care,No,
60,9,Critical Care,Yes,1
61,9,Critical Care,No,
62,9,Critical Care,No,
63,9,Hospital/Internal Medicine,No,
64,9,Hospital/Internal Medicine,No,
65,9,Hospital/Internal Medicine,No,
66,9,Hospital/Internal Medicine,No,
67,9,Hospital/Internal Medicine,No,
68,9,Infectious Diseases,No,
69,9,Hospital/Internal Medicine,No,
70,9,Critical Care,No,
71,9,Critical Care,No,
72,9,Infectious Diseases,No,
73,9,Emergency Medicine,No,
74,9,Emergency Medicine,Unsure,
75,9,Emergency Medicine,No,
76,9,Emergency Medicine,No,
77,9,Emergency Medicine,No,
78,9,Emergency Medicine,No,
79,9,Emergency Medicine,No,
80,9,Critical Care,No,
81,9,Emergency Medicine,No,
82,9,Emergency Medicine,No,
83,9,Emergency Medicine,No,
84,9,Emergency Medicine,No,
85,9,Emergency Medicine,No,
86,9,Hospital/Internal Medicine,No,
87,9,Hospital/Internal Medicine,No,
88,9,Hospital/Internal Medicine,No,
89,9,Hospital/Internal Medicine,No,
90,9,Emergency Medicine,Unsure,
91,9,Hospital/Internal Medicine,No,
92,9,Infectious Diseases,No,
93,9,Emergency Medicine,No,
94,9,Emergency Medicine,No,
95,9,Critical Care,No,
96,9,Critical Care,No,
97,9,Hospital/Internal Medicine,Yes,60
98,9,Infectious Diseases,No,
99,9,Critical Care,No,
100,9,Emergency Medicine,No,
101,9,Hospital/Internal Medicine,No,
102,9,Hospital/Internal Medicine,No,
103,9,Hospital/Internal Medicine,No,
104,9,Hospital/Internal Medicine,No,
105,9,Emergency Medicine,No,
106,9,Critical Care,No,
107,9,Critical Care,No,
108,9,Emergency Medicine,No,
109,9,Hospital/Internal Medicine,No,
110,9,Critical Care,No,
111,9,Hospital/Internal Medicine,No,
112,9,Critical Care,No,
113,9,Emergency Medicine,Unsure,
114,9,Other,No,
115,9,Hospital/Internal Medicine,No,
116,9,Emergency Medicine,No,
117,9,Infectious Diseases,No,
118,9,Critical Care,No,
119,9,Critical Care,No,
120,9,Infectious Diseases,No,
121,9,Other,No,
122,9,Infectious Diseases,No,
123,9,Critical Care,No,
124,9,Emergency Medicine,No,
125,9,Hospital/Internal Medicine,No,
126,9,Infectious Diseases,No,
127,9,Emergency Medicine,No,
128,9,Infectious Diseases,No,
129,9,Hospital/Internal Medicine,No,
130,9,Hospital/Internal Medicine,No,
131,9,Hospital/Internal Medicine,No,
132,9,Emergency Medicine,No,
133,9,Infectious Diseases,No,
134,9,Hospital/Internal Medicine,Unsure,
135,9,Hospital/Internal Medicine,No,
136,9,Critical Care,No,
137,9,Critical Care,No,
138,9,Critical Care,No,
139,9,Hospital/Internal Medicine,No,
140,9,Critical Care,No,
141,9,Critical Care,No,
142,9,Critical Care,No,
143,9,Critical Care,No,
144,9,Critical Care,No,
145,9,Hospital/Internal Medicine,No,
146,9,Critical Care,No,
147,9,Critical Care,No,
148,9,Emergency Medicine,No,
149,9,Critical Care,No,
150,9,Infectious Diseases,No,
151,9,Infectious Diseases,No,
152,9,Critical Care,No,
153,9,Critical Care,No,
